



sintaxi;pmpknpi;open;Deleted user;Tue Jan 21 16:11:11 BRST 2014;null;627;
lsegal;yard;closed;Tim Pease;Sun Nov 15 20:32:49 BRST 2009;Tue Dec 01 23:35:16 BRST 2009;16;
lsegal;yard;closed;Tim Pease;Sun Nov 15 19:46:29 BRST 2009;Tue Nov 17 01:06:07 BRST 2009;1;
lsegal;yard;closed;Tim Pease;Sat Nov 14 14:18:50 BRST 2009;Sat Nov 14 17:36:31 BRST 2009;0;
lsegal;yard;closed;Luke Melia;Thu Nov 12 17:58:57 BRST 2009;Thu Nov 12 20:05:07 BRST 2009;0;
lsegal;yard;closed;Luke Melia;Thu Nov 12 17:37:14 BRST 2009;Thu Nov 12 20:05:07 BRST 2009;0;
lsegal;yard;closed;Jeremy Voorhis;Sun Nov 08 18:17:19 BRST 2009;Sun Nov 15 21:48:57 BRST 2009;7;
lsegal;yard;closed;Florian Aßmann;Thu Nov 05 16:11:45 BRST 2009;Sun Nov 15 21:49:33 BRST 2009;10;
lsegal;yard;closed;James Herdman;Sun Nov 01 23:25:39 BRST 2009;Sun Nov 15 21:49:13 BRST 2009;13;
lsegal;yard;closed;Chris Gahan;Wed Sep 30 12:05:32 BRT 2009;Wed Sep 30 15:38:26 BRT 2009;0;
lsegal;yard;closed;Greg Fitzgerald;Thu Sep 10 00:53:08 BRT 2009;Wed Sep 30 15:38:50 BRT 2009;20;
lsegal;yard;closed;John Firebaugh;Tue Aug 18 00:37:25 BRT 2009;Wed Aug 19 03:07:19 BRT 2009;1;
lsegal;yard;closed;John Firebaugh;Fri Aug 14 03:51:25 BRT 2009;Fri Aug 14 15:36:10 BRT 2009;0;
lsegal;yard;closed;John Firebaugh;Fri Aug 14 03:36:17 BRT 2009;Fri Aug 14 03:40:25 BRT 2009;0;
lsegal;yard;closed;7rans;Tue Aug 11 22:34:13 BRT 2009;Wed Aug 12 04:17:38 BRT 2009;0;
lsegal;yard;closed;François Beausoleil;Mon Aug 03 12:04:37 BRT 2009;Mon Aug 03 12:20:44 BRT 2009;0;
lsegal;yard;closed;Benjamin Bock;Sat Jul 18 07:58:54 BRT 2009;Thu Mar 11 15:24:53 BRT 2010;236;
lsegal;yard;closed;Benjamin Bock;Sat Jul 18 07:45:11 BRT 2009;Wed Jun 16 04:11:09 BRT 2010;332;
lsegal;yard;closed;Benjamin Bock;Sat Jul 18 07:20:59 BRT 2009;Thu Jul 23 16:09:18 BRT 2009;5;
lsegal;yard;closed;Enrico Bianco;Fri Jul 03 20:33:00 BRT 2009;Thu Jul 23 16:17:22 BRT 2009;19;
lsegal;yard;closed;Marc-André Lafortune;Sun Jun 21 17:55:06 BRT 2009;Sun Nov 15 21:49:23 BRST 2009;147;
lsegal;yard;closed;François Beausoleil;Wed Jun 17 01:05:51 BRT 2009;Thu Jun 18 21:39:20 BRT 2009;1;
lsegal;yard;closed;Oleg Dashevskii;Fri Jun 12 10:57:18 BRT 2009;Mon Jul 06 21:10:47 BRT 2009;24;
lsegal;yard;closed;Oleg Dashevskii;Fri Jun 12 10:47:09 BRT 2009;Mon Jul 06 21:12:30 BRT 2009;24;
lsegal;yard;closed;Natalie Weizenbaum;Fri Jun 05 06:30:19 BRT 2009;Fri May 21 15:36:21 BRT 2010;350;
lsegal;yard;closed;Natalie Weizenbaum;Fri Jun 05 06:24:07 BRT 2009;Sun Jun 07 14:51:34 BRT 2009;2;
lsegal;yard;closed;Natalie Weizenbaum;Fri Jun 05 06:16:37 BRT 2009;Fri May 21 15:30:44 BRT 2010;350;
lsegal;yard;closed;Postmodern;Thu Jun 04 04:30:58 BRT 2009;Sun Jun 07 20:02:35 BRT 2009;3;
lsegal;yard;closed;Loren Segal;Sat May 23 16:35:13 BRT 2009;Sat May 23 19:59:09 BRT 2009;0;
lsegal;yard;closed;Dan Croak;Fri May 22 12:51:15 BRT 2009;Sun Jun 21 17:34:21 BRT 2009;30;
lsegal;yard;closed;Natalie Weizenbaum;Fri May 01 16:09:50 BRT 2009;Mon May 18 16:31:03 BRT 2009;17;
lsegal;yard;closed;Natalie Weizenbaum;Thu Apr 30 18:08:05 BRT 2009;Thu May 21 03:50:00 BRT 2009;20;
lsegal;yard;closed;Natalie Weizenbaum;Wed Apr 29 03:51:27 BRT 2009;Sun Jun 07 23:01:02 BRT 2009;39;
lsegal;yard;closed;Natalie Weizenbaum;Mon Apr 27 17:38:56 BRT 2009;Sat May 23 20:06:52 BRT 2009;26;
lsegal;yard;closed;Natalie Weizenbaum;Sat Apr 25 06:50:35 BRT 2009;Sun Jun 07 14:42:54 BRT 2009;43;
lsegal;yard;closed;Natalie Weizenbaum;Sat Apr 25 06:33:57 BRT 2009;Fri May 21 12:51:44 BRT 2010;391;
lsegal;yard;closed;Natalie Weizenbaum;Sat Apr 25 05:16:12 BRT 2009;Thu May 21 06:24:02 BRT 2009;26;
lsegal;yard;closed;Natalie Weizenbaum;Sat Apr 25 00:29:19 BRT 2009;Tue Nov 17 01:09:29 BRST 2009;206;
lsegal;yard;closed;Natalie Weizenbaum;Sat Apr 25 00:27:05 BRT 2009;Sat May 23 20:39:58 BRT 2009;28;
lsegal;yard;closed;Natalie Weizenbaum;Sat Apr 25 00:26:05 BRT 2009;Tue May 19 00:43:34 BRT 2009;24;

joseph;castanaut;closed;Florian Gilcher;Sun Mar 23 16:02:45 BRT 2014;Thu Mar 27 10:25:34 BRT 2014;3;
joseph;castanaut;closed;Douwe Maan;Thu Jan 05 18:07:53 BRST 2012;Mon Jan 09 22:45:13 BRST 2012;4;
joseph;castanaut;open;Misha Granin;Mon Nov 28 01:51:24 BRST 2011;null;1412;
joseph;castanaut;open;Joseph Pearson;Thu Feb 25 07:08:40 BRT 2010;null;2053;
joseph;castanaut;open;Joseph Pearson;Thu Feb 25 07:06:56 BRT 2010;null;2053;
joseph;castanaut;open;Joseph Pearson;Thu Feb 25 07:03:54 BRT 2010;null;2053;

drnic;ruby-tmbundle;open;Jérémy Lecour;Wed Oct 02 10:35:23 BRT 2013;null;738;
drnic;ruby-tmbundle;open;Jérémy Lecour;Wed Oct 02 10:29:01 BRT 2013;null;738;
drnic;ruby-tmbundle;closed;Celestino Gomes;Thu Sep 27 15:49:06 BRT 2012;Wed Aug 28 16:06:00 BRT 2013;335;
drnic;ruby-tmbundle;closed;Celestino Gomes;Wed Jul 18 22:02:09 BRT 2012;Wed Jul 18 22:42:12 BRT 2012;0;
drnic;ruby-tmbundle;closed;Marc Lipovsky;Sat Jun 09 01:42:54 BRT 2012;Sat Jun 09 01:51:31 BRT 2012;0;
drnic;ruby-tmbundle;closed;Edgars Beigarts;Thu Apr 05 10:05:12 BRT 2012;Thu Apr 05 10:05:56 BRT 2012;0;
drnic;ruby-tmbundle;closed;Celestino Gomes;Thu Feb 23 14:52:08 BRST 2012;Thu Feb 23 15:59:43 BRST 2012;0;
drnic;ruby-tmbundle;closed;Gabriel Gilder;Mon Dec 05 20:21:22 BRST 2011;Mon Dec 05 21:27:53 BRST 2011;0;
drnic;ruby-tmbundle;open;Pongsakorn U-chupala;Thu Nov 10 06:28:13 BRST 2011;null;1430;
drnic;ruby-tmbundle;closed;Pongsakorn U-chupala;Thu Nov 10 05:56:32 BRST 2011;Thu Nov 10 06:11:04 BRST 2011;0;
drnic;ruby-tmbundle;closed;Celestino Gomes;Thu Sep 15 18:46:48 BRT 2011;Mon Dec 05 21:28:08 BRST 2011;81;
drnic;ruby-tmbundle;open;Ivan Kuchin;Fri Sep 02 18:25:15 BRT 2011;null;1499;
drnic;ruby-tmbundle;closed;Alexandre Butynski;Wed Aug 03 18:02:15 BRT 2011;Wed Aug 03 18:07:34 BRT 2011;0;
drnic;ruby-tmbundle;open;Trevor Burnham;Sun Dec 12 15:02:19 BRST 2010;null;1763;
drnic;ruby-tmbundle;open;Mario Ricalde;Tue Nov 09 20:14:22 BRST 2010;null;1796;
drnic;ruby-tmbundle;open;Crispin Heneise;Fri Oct 01 11:41:12 BRT 2010;null;1835;
drnic;ruby-tmbundle;open;Justin Perkins;Sun Sep 19 21:15:57 BRT 2010;null;1847;
drnic;ruby-tmbundle;closed;Deleted user;Tue Sep 07 15:48:59 BRT 2010;Mon Oct 03 00:57:08 BRT 2011;390;
drnic;ruby-tmbundle;closed;Adam Cooper;Mon Jun 14 14:35:21 BRT 2010;Tue Jun 15 06:24:33 BRT 2010;0;

drnic;html-tmbundle;closed;Celestino Gomes;Sat Jul 06 13:29:25 BRT 2013;Thu Feb 05 15:22:15 BRST 2015;579;

noin;orb;open;Deleted user;Tue Jan 21 16:06:00 BRST 2014;null;627;



sprinkle-tool;sprinkle;open;Chris Irish;Mon May 25 16:55:02 BRT 2015;null;138;
sprinkle-tool;sprinkle;open;Arty Gus;Tue Jan 20 19:35:47 BRST 2015;null;263;
sprinkle-tool;sprinkle;open;Felix Zappe;Fri Nov 28 19:19:37 BRST 2014;null;316;
sprinkle-tool;sprinkle;closed;Simon Kohlmeyer;Fri Aug 15 21:34:05 BRT 2014;Fri Aug 15 23:00:28 BRT 2014;0;
sprinkle-tool;sprinkle;closed;Rory McCune;Thu Jul 17 17:10:45 BRT 2014;Thu Jul 17 17:34:08 BRT 2014;0;
sprinkle-tool;sprinkle;closed;Insub;Sun Jul 13 11:34:17 BRT 2014;Thu Jul 17 17:32:21 BRT 2014;4;
sprinkle-tool;sprinkle;closed;???;Thu Jul 10 04:30:57 BRT 2014;Thu Jul 17 19:02:59 BRT 2014;7;
sprinkle-tool;sprinkle;open;Chris Waters;Thu Jun 19 17:50:25 BRT 2014;null;478;
sprinkle-tool;sprinkle;closed;null;Mon May 19 14:28:52 BRT 2014;Thu Jul 10 06:35:37 BRT 2014;51;
sprinkle-tool;sprinkle;closed;Ben;Mon Apr 28 06:48:04 BRT 2014;Thu May 01 11:32:08 BRT 2014;3;
sprinkle-tool;sprinkle;closed;Martin Morávek;Tue Mar 18 20:19:58 BRT 2014;Thu Jul 17 18:02:50 BRT 2014;120;
sprinkle-tool;sprinkle;closed;Dan Sosedoff;Thu Feb 20 21:40:53 BRT 2014;Thu Jul 17 19:02:20 BRT 2014;146;
sprinkle-tool;sprinkle;closed;null;Mon Feb 17 02:22:29 BRT 2014;Thu Feb 27 15:40:32 BRT 2014;10;
sprinkle-tool;sprinkle;closed;Jon Rowe;Mon Feb 03 08:28:53 BRST 2014;Fri Feb 28 10:26:33 BRT 2014;25;
sprinkle-tool;sprinkle;open;Jacob Evans;Tue Jan 28 03:47:14 BRST 2014;null;620;
sprinkle-tool;sprinkle;closed;null;Tue Dec 17 20:18:10 BRST 2013;Wed Dec 18 00:19:18 BRST 2013;0;
sprinkle-tool;sprinkle;closed;Brad Landers;Fri Dec 06 15:36:28 BRST 2013;Fri Dec 06 16:08:47 BRST 2013;0;
sprinkle-tool;sprinkle;closed;Brad Landers;Fri Dec 06 15:18:25 BRST 2013;Fri Dec 06 15:31:04 BRST 2013;0;
sprinkle-tool;sprinkle;closed;Rob Aldred;Tue Dec 03 08:55:48 BRST 2013;Tue Dec 03 12:20:43 BRST 2013;0;
sprinkle-tool;sprinkle;closed;Rob Aldred;Mon Dec 02 12:27:24 BRST 2013;Thu Jul 17 18:52:55 BRT 2014;227;
sprinkle-tool;sprinkle;closed;null;Mon Dec 02 11:42:05 BRST 2013;Mon Dec 02 19:47:03 BRST 2013;0;
sprinkle-tool;sprinkle;closed;Rob Aldred;Mon Dec 02 11:10:34 BRST 2013;Tue Dec 03 12:20:43 BRST 2013;1;
sprinkle-tool;sprinkle;closed;JD Guzman;Wed Nov 20 20:38:39 BRST 2013;Thu Nov 21 04:04:25 BRST 2013;0;
sprinkle-tool;sprinkle;closed;JD Guzman;Thu Nov 14 15:52:05 BRST 2013;Fri Nov 22 01:30:45 BRST 2013;7;
sprinkle-tool;sprinkle;closed;Georg Ledermann;Mon Nov 04 13:26:17 BRST 2013;Tue Nov 05 22:07:01 BRST 2013;1;
sprinkle-tool;sprinkle;closed;Astral Brands;Fri Nov 01 11:59:55 BRST 2013;Mon Dec 02 20:21:45 BRST 2013;31;
sprinkle-tool;sprinkle;closed;?. Emre Kutlu;Thu Oct 24 11:50:11 BRST 2013;Tue Dec 03 00:57:29 BRST 2013;39;
sprinkle-tool;sprinkle;closed;null;Tue Oct 15 19:02:13 BRT 2013;Tue Oct 15 21:46:26 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Jacob Evans;Mon Oct 14 22:20:00 BRT 2013;Tue Oct 15 21:49:49 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Jacob Evans;Mon Oct 14 22:07:01 BRT 2013;Tue Oct 15 21:52:41 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Dan Sosedoff;Fri Oct 11 11:58:32 BRT 2013;Fri Nov 01 16:44:01 BRST 2013;21;
sprinkle-tool;sprinkle;closed;eno;Wed Oct 09 09:16:37 BRT 2013;Tue Oct 15 21:54:27 BRT 2013;6;
sprinkle-tool;sprinkle;closed;Koen Punt;Wed Oct 02 09:31:08 BRT 2013;Tue Oct 15 21:58:46 BRT 2013;13;
sprinkle-tool;sprinkle;closed;Lasse Skindstad Ebert;Fri Sep 27 04:53:16 BRT 2013;Tue Oct 15 22:04:15 BRT 2013;18;
sprinkle-tool;sprinkle;closed;Batist Leman;Mon Sep 23 16:55:58 BRT 2013;Fri Sep 27 03:00:18 BRT 2013;3;
sprinkle-tool;sprinkle;closed;Batist Leman;Mon Sep 23 16:41:51 BRT 2013;Mon Sep 23 16:46:38 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Lasse Skindstad Ebert;Wed Sep 18 19:34:06 BRT 2013;Wed Sep 25 15:05:08 BRT 2013;6;
sprinkle-tool;sprinkle;closed;Boško Ivaniševi?;Thu Sep 12 08:09:20 BRT 2013;Fri Sep 13 10:40:47 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Leo Man;Wed Sep 11 20:40:55 BRT 2013;Thu Sep 12 23:34:34 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Jacob Evans;Wed Sep 04 03:57:41 BRT 2013;Wed Sep 04 05:52:04 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Josh Goebel;Wed Sep 04 01:19:12 BRT 2013;Thu Sep 05 03:34:32 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Jacob Evans;Tue Sep 03 22:34:57 BRT 2013;Wed Sep 04 00:31:04 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Jacob Evans;Tue Sep 03 22:17:23 BRT 2013;Tue Sep 03 22:35:08 BRT 2013;0;
sprinkle-tool;sprinkle;open;Jacob Evans;Tue Sep 03 21:05:58 BRT 2013;null;767;
sprinkle-tool;sprinkle;closed;Troels Knak-Nielsen;Wed Aug 28 10:57:58 BRT 2013;Thu Sep 05 03:08:24 BRT 2013;7;
sprinkle-tool;sprinkle;closed;Troels Knak-Nielsen;Tue Aug 27 16:43:42 BRT 2013;Wed Aug 28 03:57:44 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Troels Knak-Nielsen;Tue Aug 27 16:36:47 BRT 2013;Wed Sep 04 01:26:02 BRT 2013;7;
sprinkle-tool;sprinkle;closed;Troels Knak-Nielsen;Tue Aug 27 08:39:24 BRT 2013;Fri Sep 06 21:51:00 BRT 2013;10;
sprinkle-tool;sprinkle;closed;Troels Knak-Nielsen;Tue Aug 27 07:59:36 BRT 2013;Tue Aug 27 09:43:47 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Troels Knak-Nielsen;Tue Aug 27 04:59:01 BRT 2013;Fri Aug 30 07:36:56 BRT 2013;3;
sprinkle-tool;sprinkle;closed;Jon Rowe;Thu Aug 15 09:39:27 BRT 2013;Thu Mar 19 15:07:22 BRT 2015;581;
sprinkle-tool;sprinkle;closed;Jon Rowe;Thu Aug 15 08:32:18 BRT 2013;Thu Aug 15 16:35:39 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Jon Rowe;Thu Aug 15 08:23:35 BRT 2013;Thu Aug 15 15:58:30 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Jon Rowe;Thu Aug 15 05:59:45 BRT 2013;Thu Aug 15 12:22:06 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Jon Rowe;Wed Aug 14 10:52:54 BRT 2013;Wed Aug 14 19:59:25 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Jon Rowe;Wed Aug 14 09:26:39 BRT 2013;Thu Aug 29 21:46:16 BRT 2013;15;
sprinkle-tool;sprinkle;closed;null;Fri Jul 19 22:09:03 BRT 2013;Sat Jul 20 01:55:34 BRT 2013;0;
sprinkle-tool;sprinkle;closed;David Celis;Wed Jul 17 19:25:44 BRT 2013;Wed Jul 17 19:26:10 BRT 2013;0;
sprinkle-tool;sprinkle;closed;John Dell;Tue Jul 09 19:33:34 BRT 2013;Tue Jul 09 19:36:44 BRT 2013;0;
sprinkle-tool;sprinkle;closed;h416;Mon Jul 08 05:00:41 BRT 2013;Sat Jul 20 01:57:37 BRT 2013;11;
sprinkle-tool;sprinkle;closed;Javier Aranda;Thu Jul 04 19:32:06 BRT 2013;Fri Jul 05 03:45:41 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Thomas L. Johnsen;Thu Jul 04 10:43:41 BRT 2013;Thu Jul 04 12:49:58 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Javier Aranda;Thu Jul 04 03:51:17 BRT 2013;Thu Jul 04 12:48:44 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Bryant Hughes;Sat Jun 29 21:58:44 BRT 2013;Thu Sep 05 05:08:48 BRT 2013;67;
sprinkle-tool;sprinkle;closed;Koen Punt;Fri Jun 28 18:58:30 BRT 2013;Sat Jun 29 17:32:56 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Koen Punt;Fri Jun 28 17:22:08 BRT 2013;Fri Jun 28 18:23:21 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Jean-Philippe Moal;Fri Jun 28 09:00:41 BRT 2013;Fri Jun 28 10:32:01 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Brad Landers;Wed Jun 26 16:28:47 BRT 2013;Wed Jun 26 23:46:03 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Koen Punt;Mon Jun 24 18:22:58 BRT 2013;Thu Jul 17 18:55:12 BRT 2014;388;
sprinkle-tool;sprinkle;closed;Bryant Hughes;Mon Jun 24 12:47:55 BRT 2013;Mon Jun 24 12:53:21 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Koen Punt;Sun Jun 23 14:46:24 BRT 2013;Mon Jun 24 18:20:53 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Koen Punt;Sun Jun 23 14:24:46 BRT 2013;Fri Jun 28 17:08:54 BRT 2013;5;
sprinkle-tool;sprinkle;closed;Koen Punt;Fri Jun 21 10:48:54 BRT 2013;Sun Jun 23 08:19:14 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Batist Leman;Thu Jun 20 05:40:14 BRT 2013;Thu Jun 20 20:51:53 BRT 2013;0;
sprinkle-tool;sprinkle;closed;John Dell;Wed Jun 19 21:14:17 BRT 2013;Wed Jun 19 22:00:43 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Koen Punt;Wed Jun 19 17:14:31 BRT 2013;Wed Jun 19 20:59:06 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Chris Olsen;Sun Jun 16 18:34:55 BRT 2013;Mon Jun 17 00:03:28 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Manuel Meurer;Fri Jun 14 07:41:17 BRT 2013;Wed Jun 19 15:50:40 BRT 2013;5;
sprinkle-tool;sprinkle;closed;Koen Punt;Sun Jun 09 19:20:58 BRT 2013;Sun Jun 23 08:50:45 BRT 2013;13;
sprinkle-tool;sprinkle;closed;Chris Olsen;Sat Jun 08 23:41:10 BRT 2013;Sun Jun 23 08:28:04 BRT 2013;14;
sprinkle-tool;sprinkle;closed;Chris Kimpton;Sat Jun 08 20:23:06 BRT 2013;Sun Jun 09 00:37:40 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Josh Goebel;Fri Jun 07 00:18:27 BRT 2013;Fri Jun 07 00:19:27 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Aneeth;Thu Jun 06 06:39:59 BRT 2013;Thu Jun 06 09:27:06 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Koen Punt;Tue Jun 04 06:58:51 BRT 2013;Wed Jun 05 21:10:36 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Koen Punt;Tue Jun 04 06:05:03 BRT 2013;Thu Jun 20 20:52:37 BRT 2013;16;
sprinkle-tool;sprinkle;closed;Chris Kimpton;Tue May 28 18:40:32 BRT 2013;Tue May 28 18:45:40 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Chris Kimpton;Tue May 28 14:07:01 BRT 2013;Tue May 28 14:07:41 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Chris Kimpton;Tue May 28 12:49:56 BRT 2013;Tue May 28 18:46:06 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Chris Kimpton;Mon May 27 16:10:28 BRT 2013;Tue May 28 16:26:47 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Chris Kimpton;Mon May 27 15:39:58 BRT 2013;Tue May 28 12:21:54 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Chris Kimpton;Mon May 27 11:21:30 BRT 2013;Tue May 28 12:28:12 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Chris Kimpton;Mon May 27 08:10:37 BRT 2013;Mon May 27 09:47:08 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Edgars Beigarts;Fri May 24 19:08:46 BRT 2013;Fri May 24 20:23:26 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Stefano Diem Benatti;Thu May 23 15:11:11 BRT 2013;Mon May 27 09:50:40 BRT 2013;3;
sprinkle-tool;sprinkle;closed;Alex Serban;Mon May 20 13:48:26 BRT 2013;Mon May 20 14:16:40 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Alex Serban;Sat May 18 15:25:35 BRT 2013;Mon May 20 14:17:11 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Josh Goebel;Tue May 14 22:13:29 BRT 2013;Wed May 15 01:10:34 BRT 2013;0;
sprinkle-tool;sprinkle;open;Koen Punt;Tue May 14 18:45:08 BRT 2013;null;879;
sprinkle-tool;sprinkle;closed;Michael Nigh;Tue May 14 16:07:01 BRT 2013;Tue May 14 20:30:49 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Michael Nigh;Tue May 14 15:57:01 BRT 2013;Tue May 14 19:14:34 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Edgars Beigarts;Tue May 14 10:00:24 BRT 2013;Tue May 14 19:36:13 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Edgars Beigarts;Tue May 14 09:06:40 BRT 2013;Sat Jun 29 17:15:19 BRT 2013;46;
sprinkle-tool;sprinkle;closed;Jacob Evans;Thu May 02 22:40:37 BRT 2013;Wed Jun 19 16:20:40 BRT 2013;47;
sprinkle-tool;sprinkle;closed;Hiroki Yoshioka;Mon Apr 29 04:39:05 BRT 2013;Thu May 02 04:41:08 BRT 2013;3;
sprinkle-tool;sprinkle;closed;Manuel Meurer;Fri Apr 26 05:31:47 BRT 2013;Sat Apr 27 14:27:04 BRT 2013;1;
sprinkle-tool;sprinkle;open;Andrew Jones;Tue Apr 23 01:18:19 BRT 2013;null;900;
sprinkle-tool;sprinkle;closed;Koen Punt;Sat Apr 20 14:13:12 BRT 2013;Sat Apr 27 14:04:17 BRT 2013;6;
sprinkle-tool;sprinkle;closed;Koen Punt;Sat Apr 20 13:58:05 BRT 2013;Sat Apr 27 15:15:16 BRT 2013;7;
sprinkle-tool;sprinkle;closed;Josh Goebel;Sat Apr 20 11:57:14 BRT 2013;Sat Apr 20 11:57:33 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Koen Punt;Tue Apr 16 09:59:04 BRT 2013;Tue Apr 16 10:51:22 BRT 2013;0;
sprinkle-tool;sprinkle;closed;Koen Punt;Tue Apr 16 09:40:13 BRT 2013;Sat Apr 20 17:35:57 BRT 2013;4;
sprinkle-tool;sprinkle;closed;Josh Goebel;Sun Apr 07 12:27:36 BRT 2013;Tue May 14 21:02:11 BRT 2013;37;
sprinkle-tool;sprinkle;closed;Alexander Tipugin;Sat Apr 06 09:18:20 BRT 2013;Wed May 15 01:43:08 BRT 2013;38;
sprinkle-tool;sprinkle;closed;Manuel Meurer;Fri Apr 05 11:46:59 BRT 2013;Sun Apr 14 12:26:48 BRT 2013;9;
sprinkle-tool;sprinkle;closed;Koen Punt;Thu Apr 04 05:11:14 BRT 2013;Sat Apr 06 00:48:48 BRT 2013;1;
sprinkle-tool;sprinkle;closed;Koen Punt;Wed Apr 03 20:29:45 BRT 2013;Tue May 14 17:46:47 BRT 2013;40;
sprinkle-tool;sprinkle;closed;Sebastiaan Pouyet;Tue Mar 26 11:14:50 BRT 2013;Sat Apr 06 00:50:23 BRT 2013;10;
sprinkle-tool;sprinkle;closed;Kurtis Rainbolt-Greene;Wed Mar 06 18:01:29 BRT 2013;Sat Apr 06 00:54:28 BRT 2013;30;
sprinkle-tool;sprinkle;closed;Edgars Beigarts;Fri Mar 01 12:16:22 BRT 2013;Sat Apr 06 20:46:20 BRT 2013;36;
sprinkle-tool;sprinkle;closed;Dan Sosedoff;Sat Feb 09 22:39:51 BRST 2013;Sat Apr 06 00:54:59 BRT 2013;55;
sprinkle-tool;sprinkle;closed;Steve Loveless;Tue Feb 05 03:28:14 BRST 2013;Sat Apr 06 00:58:44 BRT 2013;59;
sprinkle-tool;sprinkle;closed;null;Mon Feb 04 08:53:45 BRST 2013;Wed May 15 06:10:51 BRT 2013;99;
sprinkle-tool;sprinkle;closed;null;Thu Jan 31 11:02:43 BRST 2013;Thu Jan 31 12:09:37 BRST 2013;0;
sprinkle-tool;sprinkle;closed;Glen Barnes;Mon Jan 21 19:58:56 BRST 2013;Sun Apr 14 14:33:10 BRT 2013;82;
sprinkle-tool;sprinkle;closed;Hugo Duksis;Sat Dec 22 16:25:44 BRST 2012;Sat Apr 06 00:47:49 BRT 2013;104;
sprinkle-tool;sprinkle;closed;Joe Bottigliero;Tue Dec 18 15:53:31 BRST 2012;Wed Dec 19 09:52:24 BRST 2012;0;
sprinkle-tool;sprinkle;closed;Toms Mikoss;Wed Nov 14 07:41:11 BRST 2012;Sat Nov 17 05:21:59 BRST 2012;2;
sprinkle-tool;sprinkle;closed;Ryan Unger;Wed Nov 14 06:01:56 BRST 2012;Sat Nov 17 05:23:11 BRST 2012;2;
sprinkle-tool;sprinkle;closed;Martin Bartosch;Fri Nov 02 09:36:33 BRST 2012;Wed May 15 02:13:59 BRT 2013;193;
sprinkle-tool;sprinkle;closed;Chris Cleeland;Tue Oct 09 18:28:53 BRT 2012;Wed Oct 10 18:20:39 BRT 2012;0;
sprinkle-tool;sprinkle;open;Karel Ledru-Mathe;Tue Sep 11 11:40:23 BRT 2012;null;1124;
sprinkle-tool;sprinkle;closed;Manuel Meurer;Sun Aug 05 13:56:03 BRT 2012;Sat Apr 27 16:23:30 BRT 2013;265;
sprinkle-tool;sprinkle;closed;Christopher Bull;Fri Jul 27 02:40:02 BRT 2012;Wed May 15 01:20:06 BRT 2013;291;
sprinkle-tool;sprinkle;closed;Manuel Meurer;Wed Jul 18 11:37:23 BRT 2012;Wed Jun 19 16:26:35 BRT 2013;336;
sprinkle-tool;sprinkle;closed;Sergey Khaladzinski;Mon May 28 14:06:14 BRT 2012;Thu Jun 06 23:50:59 BRT 2013;374;
sprinkle-tool;sprinkle;closed;Edgars Beigarts;Tue Apr 10 10:47:22 BRT 2012;Tue Apr 10 19:45:10 BRT 2012;0;
